instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
11024,2012-04-09,2,1,4,11,0,1,0,1,1,0.52,0.5,0.27,0.4179,27.999,0.326,96,127,223.0
11025,2012-04-09,2,1,4,12,0,1,0,1,1,0.54,0.5152,0.28,0.7164,47.999,0.281,94,186,280.0
11026,2012-04-09,2,1,4,13,0,1,0,1,1,0.54,0.5152,0.28,0.5821,39.001,0.308,108,173,281.0
11027,2012-04-09,2,1,4,14,0,1,0,1,1,0.56,0.5303,0.28,0.5522,36.997,0.329,66,152,218.0
11028,2012-04-09,2,1,4,15,0,1,0,1,1,0.58,0.5455,0.28,0.5522,36.997,0.343,82,173,255.0
11029,2012-04-09,2,1,4,16,0,1,0,1,1,0.56,0.5303,0.3,0.4179,27.999,0.356,81,310,391.0
11030,2012-04-09,2,1,4,17,0,1,0,1,1,0.54,0.5152,0.32,0.4179,27.999,0.341,67,565,632.0
11031,2012-04-09,2,1,4,18,0,1,0,1,1,0.54,0.5152,0.34,0.2985,19.999,0.365,60,586,646.0
11032,2012-04-09,2,1,4,19,0,1,0,1,1,0.52,0.5,0.34,0.3582,23.999,0.338,35,386,421.0
11033,2012-04-09,2,1,4,20,0,1,0,1,1,0.5,0.4848,0.36,0.4478,30.003,0.306,21,255,276.0
11034,2012-04-09,2,1,4,21,0,1,0,1,3,0.48,0.4697,0.41,0.4179,27.999,0.297,14,151,165.0
11035,2012-04-09,2,1,4,22,0,1,0,1,2,0.46,0.4545,0.41,0.4925,32.998,0.268,6,102,108.0
11036,2012-04-09,2,1,4,23,0,1,0,1,1,0.44,0.4394,0.44,0.2985,19.999,0.292,6,61,67.0
11037,2012-04-10,2,1,4,0,0,2,0,1,2,0.44,0.4394,0.47,0.2836,19.001,0.295,3,23,26.0
11038,2012-04-10,2,1,4,1,0,2,0,1,1,0.42,0.4242,0.5,0.2239,15.001,0.292,0,9,9.0
11039,2012-04-10,2,1,4,2,0,2,0,1,1,0.36,0.3485,0.71,0.1343,8.998,0.258,0,2,2.0
11040,2012-04-10,2,1,4,3,0,2,0,1,1,0.36,0.3485,0.71,0.1343,8.998,0.258,0,2,2.0
11041,2012-04-10,2,1,4,4,0,2,0,1,1,0.34,0.3333,0.71,0.1343,8.998,0.243,0,2,2.0
11042,2012-04-10,2,1,4,5,0,2,0,1,1,0.34,0.3333,0.71,0.1343,8.998,0.243,0,24,24.0
11043,2012-04-10,2,1,4,6,0,2,0,1,1,0.34,0.3485,0.71,0.1045,7.002,0.254,3,100,103.0
11044,2012-04-10,2,1,4,7,0,2,0,1,1,0.34,0.3485,0.71,0.1045,7.002,0.254,16,368,384.0
11045,2012-04-10,2,1,4,8,0,2,0,1,1,0.38,0.3939,0.62,0.1343,8.998,0.281,22,670,692.0
11046,2012-04-10,2,1,4,9,0,2,0,1,1,0.42,0.4242,0.67,0.194,12.998,0.298,16,303,319.0
11047,2012-04-10,2,1,4,10,0,2,0,1,1,0.46,0.4545,0.47,0.1642,11.001,0.334,49,132,181.0
11048,2012-04-10,2,1,4,11,0,2,0,1,1,0.5,0.4848,0.36,0.0,0.0,0.395,78,161,239.0
11049,2012-04-10,2,1,4,12,0,2,0,1,1,0.54,0.5152,0.22,0.2836,19.001,0.368,75,184,259.0
11050,2012-04-10,2,1,4,13,0,2,0,1,1,0.52,0.5,0.23,0.1642,11.001,0.377,81,202,283.0
11051,2012-04-10,2,1,4,14,0,2,0,1,1,0.54,0.5152,0.24,0.194,12.998,0.386,75,149,224.0
11052,2012-04-10,2,1,4,15,0,2,0,1,1,0.56,0.5303,0.21,0.2985,19.999,0.379,46,157,203.0
11053,2012-04-10,2,1,4,16,0,2,0,1,1,0.58,0.5455,0.21,0.2537,16.998,0.403,66,296,362.0
11054,2012-04-10,2,1,4,17,0,2,0,1,1,0.56,0.5303,0.21,0.5224,35.001,0.335,88,656,744.0
11055,2012-04-10,2,1,4,18,0,2,0,1,1,0.54,0.5152,0.22,0.4179,27.999,0.341,78,626,704.0
11056,2012-04-10,2,1,4,19,0,2,0,1,1,0.52,0.5,0.2,0.3582,23.999,0.338,51,428,479.0
11057,2012-04-10,2,1,4,20,0,2,0,1,1,0.46,0.4545,0.28,0.3881,26.003,0.289,34,248,282.0
11058,2012-04-10,2,1,4,21,0,2,0,1,1,0.44,0.4394,0.3,0.4478,30.003,0.262,15,191,206.0
11059,2012-04-10,2,1,4,22,0,2,0,1,1,0.4,0.4091,0.37,0.4925,32.998,0.224,9,118,127.0
11060,2012-04-10,2,1,4,23,0,2,0,1,1,0.36,0.3333,0.4,0.4179,27.999,0.196,14,48,62.0
11061,2012-04-11,2,1,4,0,0,3,0,1,1,0.34,0.303,0.36,0.4179,27.999,0.177,8,22,30.0
11062,2012-04-11,2,1,4,1,0,3,0,1,1,0.34,0.3182,0.39,0.2836,19.001,0.209,3,9,12.0
11063,2012-04-11,2,1,4,2,0,3,0,1,1,0.32,0.303,0.45,0.2836,19.001,0.194,0,2,2.0
11064,2012-04-11,2,1,4,3,0,3,0,1,1,0.3,0.2879,0.49,0.2239,15.001,0.192,0,2,2.0
11065,2012-04-11,2,1,4,5,0,3,0,1,1,0.28,0.2727,0.56,0.194,12.998,0.183,1,26,27.0
11066,2012-04-11,2,1,4,6,0,3,0,1,1,0.28,0.2879,0.56,0.1045,7.002,0.205,3,103,106.0
11067,2012-04-11,2,1,4,7,0,3,0,1,1,0.28,0.2879,0.52,0.1343,8.998,0.2,18,303,321.0
11068,2012-04-11,2,1,4,8,0,3,0,1,1,0.3,0.2879,0.49,0.2239,15.001,0.192,14,581,595.0
11069,2012-04-11,2,1,4,9,0,3,0,1,2,0.32,0.303,0.49,0.2985,19.999,0.191,20,282,302.0
11070,2012-04-11,2,1,4,10,0,3,0,1,2,0.34,0.303,0.49,0.3284,22.003,0.195,26,127,153.0
11071,2012-04-11,2,1,4,11,0,3,0,1,2,0.38,0.3939,0.43,0.3284,22.003,0.242,38,142,180.0
11072,2012-04-11,2,1,4,12,0,3,0,1,2,0.36,0.3333,0.46,0.3881,26.003,0.202,35,147,182.0
11073,2012-04-11,2,1,4,13,0,3,0,1,2,0.4,0.4091,0.4,0.3582,23.999,0.251,16,147,163.0
11074,2012-04-11,2,1,4,14,0,3,0,1,1,0.36,0.3485,0.57,0.194,12.998,0.246,34,101,135.0
11075,2012-04-11,2,1,4,15,0,3,0,1,3,0.38,0.3939,0.46,0.2239,15.001,0.263,50,152,202.0
11076,2012-04-11,2,1,4,16,0,3,0,1,1,0.44,0.4394,0.33,0.2985,19.999,0.292,51,256,307.0
11077,2012-04-11,2,1,4,17,0,3,0,1,1,0.42,0.4242,0.35,0.3881,26.003,0.26,52,527,579.0
11078,2012-04-11,2,1,4,18,0,3,0,1,3,0.4,0.4091,0.43,0.4179,27.999,0.239,39,546,585.0
11079,2012-04-11,2,1,4,19,0,3,0,1,1,0.4,0.4091,0.4,0.3582,23.999,0.251,28,356,384.0
11080,2012-04-11,2,1,4,20,0,3,0,1,1,0.36,0.3333,0.46,0.3284,22.003,0.214,22,213,235.0
11081,2012-04-11,2,1,4,21,0,3,0,1,1,0.34,0.303,0.57,0.3881,26.003,0.183,11,154,165.0
11082,2012-04-11,2,1,4,22,0,3,0,1,1,0.34,0.303,0.57,0.3284,22.003,0.195,4,130,134.0
11083,2012-04-11,2,1,4,23,0,3,0,1,1,0.34,0.303,0.57,0.2985,19.999,0.201,9,52,61.0
11084,2012-04-12,2,1,4,0,0,4,0,1,1,0.32,0.303,0.66,0.2836,19.001,0.194,1,22,23.0
11085,2012-04-12,2,1,4,1,0,4,0,1,1,0.32,0.303,0.66,0.2239,15.001,0.206,2,7,9.0
11086,2012-04-12,2,1,4,2,0,4,0,1,1,0.32,0.303,0.61,0.2836,19.001,0.194,0,4,4.0
11087,2012-04-12,2,1,4,3,0,4,0,1,1,0.32,0.303,0.61,0.2537,16.998,0.2,2,3,5.0
11088,2012-04-12,2,1,4,4,0,4,0,1,1,0.3,0.2879,0.61,0.2239,15.001,0.192,0,1,1.0
11089,2012-04-12,2,1,4,5,0,4,0,1,1,0.3,0.2879,0.61,0.2239,15.001,0.192,0,21,21.0
11090,2012-04-12,2,1,4,6,0,4,0,1,1,0.3,0.2879,0.65,0.2537,16.998,0.186,2,94,96.0
11091,2012-04-12,2,1,4,7,0,4,0,1,1,0.3,0.2727,0.65,0.3284,22.003,0.166,12,294,306.0
11092,2012-04-12,2,1,4,8,0,4,0,1,1,0.32,0.303,0.66,0.3284,22.003,0.185,20,604,624.0
11093,2012-04-12,2,1,4,9,0,4,0,1,1,0.36,0.3333,0.57,0.3582,23.999,0.208,16,271,287.0
11094,2012-04-12,2,1,4,10,0,4,0,1,1,0.4,0.4091,0.5,0.2985,19.999,0.263,38,103,141.0
11095,2012-04-12,2,1,4,11,0,4,0,1,1,0.42,0.4242,0.47,0.2985,19.999,0.278,50,174,224.0
11096,2012-04-12,2,1,4,12,0,4,0,1,1,0.46,0.4545,0.41,0.4478,30.003,0.277,60,199,259.0
11097,2012-04-12,2,1,4,13,0,4,0,1,1,0.48,0.4697,0.36,0.4478,30.003,0.291,55,148,203.0
11098,2012-04-12,2,1,4,14,0,4,0,1,1,0.5,0.4848,0.31,0.3284,22.003,0.33,74,150,224.0
11099,2012-04-12,2,1,4,15,0,4,0,1,1,0.48,0.4697,0.31,0.2537,16.998,0.33,42,169,211.0
11100,2012-04-12,2,1,4,16,0,4,0,1,1,0.48,0.4697,0.31,0.2836,19.001,0.324,54,299,353.0
11101,2012-04-12,2,1,4,17,0,4,0,1,1,0.5,0.4848,0.27,0.3881,26.003,0.318,60,596,656.0
11102,2012-04-12,2,1,4,18,0,4,0,1,1,0.5,0.4848,0.27,0.3881,26.003,0.318,63,547,610.0
11103,2012-04-12,2,1,4,19,0,4,0,1,1,0.46,0.4545,0.31,0.2985,19.999,0.307,50,383,433.0
11104,2012-04-12,2,1,4,20,0,4,0,1,1,0.44,0.4394,0.33,0.2537,16.998,0.301,26,254,280.0
11105,2012-04-12,2,1,4,21,0,4,0,1,1,0.42,0.4242,0.35,0.1343,8.998,0.31,13,174,187.0
11106,2012-04-12,2,1,4,22,0,4,0,1,1,0.42,0.4242,0.35,0.194,12.998,0.298,15,143,158.0
11107,2012-04-12,2,1,4,23,0,4,0,1,1,0.42,0.4242,0.35,0.194,12.998,0.298,8,86,94.0
11108,2012-04-13,2,1,4,0,0,5,0,1,1,0.4,0.4091,0.37,0.2537,16.998,0.272,14,41,55.0
11109,2012-04-13,2,1,4,1,0,5,0,1,1,0.36,0.3485,0.46,0.194,12.998,0.246,2,28,30.0
11110,2012-04-13,2,1,4,2,0,5,0,1,1,0.34,0.3333,0.49,0.194,12.998,0.231,6,5,11.0
11111,2012-04-13,2,1,4,3,0,5,0,1,1,0.34,0.3333,0.61,0.1642,11.001,0.237,3,8,11.0
11112,2012-04-13,2,1,4,4,0,5,0,1,2,0.34,0.3333,0.53,0.1343,8.998,0.243,1,4,5.0
11113,2012-04-13,2,1,4,5,0,5,0,1,2,0.34,0.3333,0.53,0.1642,11.001,0.237,2,19,21.0
11114,2012-04-13,2,1,4,6,0,5,0,1,1,0.32,0.3182,0.57,0.1642,11.001,0.223,0,84,84.0
11115,2012-04-13,2,1,4,7,0,5,0,1,1,0.34,0.3182,0.61,0.2239,15.001,0.221,13,283,296.0
11116,2012-04-13,2,1,4,8,0,5,0,1,1,0.38,0.3939,0.46,0.1642,11.001,0.275,24,539,563.0
11117,2012-04-13,2,1,4,9,0,5,0,1,1,0.42,0.4242,0.41,0.1642,11.001,0.304,36,294,330.0
11118,2012-04-13,2,1,4,10,0,5,0,1,1,0.44,0.4394,0.38,0.194,12.998,0.313,59,133,192.0
11119,2012-04-13,2,1,4,11,0,5,0,1,1,0.46,0.4545,0.36,0.1343,8.998,0.339,75,158,233.0
11120,2012-04-13,2,1,4,12,0,5,0,1,1,0.5,0.4848,0.31,0.0,0.0,0.395,104,218,322.0
11121,2012-04-13,2,1,4,13,0,5,0,1,1,0.52,0.5,0.27,0.2836,19.001,0.353,112,246,358.0
11122,2012-04-13,2,1,4,14,0,5,0,1,1,0.52,0.5,0.27,0.0,0.0,0.41,125,223,348.0
11123,2012-04-13,2,1,4,15,0,5,0,1,1,0.54,0.5152,0.28,0.2537,16.998,0.374,115,237,352.0
11124,2012-04-13,2,1,4,16,0,5,0,1,1,0.56,0.5303,0.26,0.2537,16.998,0.388,113,350,463.0
11125,2012-04-13,2,1,4,17,0,5,0,1,1,0.56,0.5303,0.24,0.1642,11.001,0.406,117,621,738.0
11126,2012-04-13,2,1,4,18,0,5,0,1,1,0.54,0.5152,0.26,0.1343,8.998,0.398,107,564,671.0
11127,2012-04-13,2,1,4,19,0,5,0,1,1,0.54,0.5152,0.24,0.1642,11.001,0.392,75,352,427.0
11128,2012-04-13,2,1,4,20,0,5,0,1,1,0.5,0.4848,0.29,0.1343,8.998,0.369,44,242,286.0
11129,2012-04-13,2,1,4,21,0,5,0,1,1,0.5,0.4848,0.36,0.0,0.0,0.395,36,153,189.0
11130,2012-04-13,2,1,4,22,0,5,0,1,1,0.44,0.4394,0.62,0.1045,7.002,0.331,34,181,215.0
11131,2012-04-13,2,1,4,23,0,5,0,1,1,0.42,0.4242,0.62,0.0896,6.003,0.319,35,163,198.0
11132,2012-04-14,2,1,4,0,0,6,1,0,1,0.4,0.4091,0.58,0.1343,8.998,0.296,11,85,96.0
11133,2012-04-14,2,1,4,1,0,6,1,0,1,0.4,0.4091,0.58,0.1343,8.998,0.296,10,60,70.0
11134,2012-04-14,2,1,4,2,0,6,1,0,1,0.38,0.3939,0.66,0.1343,8.998,0.281,3,53,56.0
11135,2012-04-14,2,1,4,3,0,6,1,0,1,0.36,0.3636,0.66,0.0896,6.003,0.271,6,26,32.0
11136,2012-04-14,2,1,4,4,0,6,1,0,1,0.36,0.3636,0.71,0.1045,7.002,0.268,5,9,14.0
11137,2012-04-14,2,1,4,5,0,6,1,0,1,0.36,0.3636,0.66,0.1045,7.002,0.268,2,5,7.0
11138,2012-04-14,2,1,4,6,0,6,1,0,1,0.34,0.3333,0.76,0.1642,11.001,0.237,2,19,21.0
11139,2012-04-14,2,1,4,7,0,6,1,0,1,0.36,0.3636,0.71,0.1045,7.002,0.268,8,56,64.0
11140,2012-04-14,2,1,4,8,0,6,1,0,1,0.36,0.3485,0.71,0.1343,8.998,0.258,24,136,160.0
11141,2012-04-14,2,1,4,9,0,6,1,0,1,0.42,0.4242,0.54,0.1343,8.998,0.31,59,206,265.0
11142,2012-04-14,2,1,4,10,0,6,1,0,1,0.46,0.4545,0.51,0.1642,11.001,0.334,139,267,406.0
11143,2012-04-14,2,1,4,11,0,6,1,0,1,0.52,0.5,0.45,0.194,12.998,0.371,207,357,564.0
11144,2012-04-14,2,1,4,12,0,6,1,0,1,0.58,0.5455,0.35,0.2537,16.998,0.403,274,404,678.0
11145,2012-04-14,2,1,4,13,0,6,1,0,1,0.62,0.6212,0.33,0.2985,19.999,0.437,308,370,678.0
11146,2012-04-14,2,1,4,14,0,6,1,0,2,0.64,0.6212,0.27,0.4478,30.003,0.417,288,372,660.0
11147,2012-04-14,2,1,4,15,0,6,1,0,2,0.64,0.6212,0.27,0.3582,23.999,0.435,311,347,658.0
11148,2012-04-14,2,1,4,16,0,6,1,0,2,0.64,0.6212,0.27,0.3582,23.999,0.435,253,329,582.0
11149,2012-04-14,2,1,4,17,0,6,1,0,2,0.62,0.6212,0.33,0.2537,16.998,0.446,251,309,560.0
11150,2012-04-14,2,1,4,18,0,6,1,0,2,0.62,0.6212,0.35,0.2239,15.001,0.452,197,284,481.0
11151,2012-04-14,2,1,4,19,0,6,1,0,2,0.6,0.6212,0.4,0.1642,11.001,0.454,163,296,459.0
11152,2012-04-14,2,1,4,20,0,6,1,0,2,0.56,0.5303,0.46,0.1343,8.998,0.412,112,209,321.0
11153,2012-04-14,2,1,4,21,0,6,1,0,2,0.56,0.5303,0.43,0.1343,8.998,0.412,53,167,220.0
11154,2012-04-14,2,1,4,22,0,6,1,0,2,0.54,0.5152,0.52,0.1642,11.001,0.392,64,148,212.0
11155,2012-04-14,2,1,4,23,0,6,1,0,2,0.54,0.5152,0.56,0.194,12.998,0.386,45,151,196.0
11156,2012-04-15,2,1,4,0,0,0,1,0,2,0.54,0.5152,0.56,0.194,12.998,0.386,30,94,124.0
11157,2012-04-15,2,1,4,1,0,0,1,0,2,0.54,0.5152,0.56,0.1642,11.001,0.392,17,89,106.0
11158,2012-04-15,2,1,4,2,0,0,1,0,2,0.54,0.5152,0.56,0.1045,7.002,0.404,20,54,74.0
11159,2012-04-15,2,1,4,3,0,0,1,0,2,0.52,0.5,0.59,0.1343,8.998,0.383,18,27,45.0
11160,2012-04-15,2,1,4,4,0,0,1,0,2,0.54,0.5152,0.52,0.0,0.0,0.425,2,10,12.0
11161,2012-04-15,2,1,4,5,0,0,1,0,1,0.5,0.4848,0.68,0.1642,11.001,0.363,4,6,10.0
11162,2012-04-15,2,1,4,6,0,0,1,0,1,0.5,0.4848,0.63,0.1343,8.998,0.369,5,11,16.0
11163,2012-04-15,2,1,4,7,0,0,1,0,1,0.5,0.4848,0.63,0.1045,7.002,0.375,16,30,46.0
11164,2012-04-15,2,1,4,8,0,0,1,0,1,0.52,0.5,0.59,0.0,0.0,0.41,33,64,97.0
11165,2012-04-15,2,1,4,9,0,0,1,0,1,0.54,0.5152,0.56,0.2239,15.001,0.38,97,154,251.0
11166,2012-04-15,2,1,4,10,0,0,1,0,1,0.58,0.5455,0.53,0.2239,15.001,0.409,186,235,421.0
11167,2012-04-15,2,1,4,11,0,0,1,0,1,0.62,0.6212,0.46,0.2985,19.999,0.437,227,301,528.0
11168,2012-04-15,2,1,4,12,0,0,1,0,1,0.64,0.6212,0.44,0.2836,19.001,0.45,275,360,635.0
11169,2012-04-15,2,1,4,13,0,0,1,0,1,0.66,0.6212,0.44,0.2836,19.001,0.46,298,383,681.0
11170,2012-04-15,2,1,4,14,0,0,1,0,1,0.7,0.6364,0.39,0.2836,19.001,0.484,282,346,628.0
11171,2012-04-15,2,1,4,15,0,0,1,0,1,0.7,0.6364,0.39,0.3881,26.003,0.463,266,351,617.0
11172,2012-04-15,2,1,4,16,0,0,1,0,1,0.72,0.6515,0.39,0.3582,23.999,0.484,286,330,616.0
11173,2012-04-15,2,1,4,17,0,0,1,0,1,0.7,0.6364,0.42,0.3284,22.003,0.475,262,361,623.0
11174,2012-04-15,2,1,4,18,0,0,1,0,1,0.7,0.6364,0.42,0.2537,16.998,0.49,184,295,479.0
11175,2012-04-15,2,1,4,19,0,0,1,0,1,0.7,0.6364,0.42,0.2537,16.998,0.49,114,265,379.0
11176,2012-04-15,2,1,4,20,0,0,1,0,1,0.64,0.6212,0.5,0.2239,15.001,0.462,86,205,291.0
11177,2012-04-15,2,1,4,21,0,0,1,0,1,0.62,0.6212,0.57,0.2537,16.998,0.446,76,153,229.0
11178,2012-04-15,2,1,4,22,0,0,1,0,1,0.68,0.6364,0.44,0.3582,23.999,0.459,37,97,134.0
11179,2012-04-15,2,1,4,23,0,0,1,0,1,0.66,0.6212,0.5,0.3881,26.003,0.439,25,65,90.0
11180,2012-04-16,2,1,4,0,1,1,0,0,1,0.64,0.6212,0.53,0.3284,22.003,0.441,15,26,41.0
11181,2012-04-16,2,1,4,1,1,1,0,0,1,0.62,0.6061,0.61,0.3582,23.999,0.42,7,21,28.0
11182,2012-04-16,2,1,4,2,1,1,0,0,1,0.6,0.6061,0.64,0.2537,16.998,0.431,5,9,14.0
11183,2012-04-16,2,1,4,3,1,1,0,0,1,0.58,0.5455,0.68,0.194,12.998,0.415,3,5,8.0
11184,2012-04-16,2,1,4,4,1,1,0,0,1,0.54,0.5152,0.77,0.2239,15.001,0.38,0,6,6.0
11185,2012-04-16,2,1,4,5,1,1,0,0,1,0.54,0.5152,0.77,0.2239,15.001,0.38,4,34,38.0
11186,2012-04-16,2,1,4,6,1,1,0,0,1,0.52,0.5,0.83,0.1642,11.001,0.377,10,123,133.0
11187,2012-04-16,2,1,4,7,1,1,0,0,1,0.52,0.5,0.83,0.1343,8.998,0.383,20,367,387.0
11188,2012-04-16,2,1,4,8,1,1,0,0,2,0.56,0.5303,0.83,0.1642,11.001,0.406,48,549,597.0
11189,2012-04-16,2,1,4,9,1,1,0,0,1,0.62,0.6061,0.69,0.2239,15.001,0.447,59,238,297.0
11190,2012-04-16,2,1,4,10,1,1,0,0,1,0.62,0.6061,0.69,0.2537,16.998,0.441,75,149,224.0
11191,2012-04-16,2,1,4,11,1,1,0,0,1,0.64,0.6061,0.65,0.2537,16.998,0.451,115,136,251.0
11192,2012-04-16,2,1,4,12,1,1,0,0,1,0.68,0.6364,0.57,0.2537,16.998,0.48,75,196,271.0
11193,2012-04-16,2,1,4,13,1,1,0,0,1,0.74,0.6667,0.45,0.2985,19.999,0.51,79,184,263.0
11194,2012-04-16,2,1,4,14,1,1,0,0,1,0.76,0.6818,0.45,0.3284,22.003,0.519,105,183,288.0
11195,2012-04-16,2,1,4,15,1,1,0,0,1,0.8,0.697,0.33,0.4478,30.003,0.52,81,194,275.0
11196,2012-04-16,2,1,4,16,1,1,0,0,1,0.8,0.697,0.33,0.4627,31.001,0.517,92,266,358.0
11197,2012-04-16,2,1,4,17,1,1,0,0,1,0.8,0.697,0.33,0.3881,26.003,0.531,111,601,712.0
11198,2012-04-16,2,1,4,18,1,1,0,0,1,0.8,0.697,0.31,0.3881,26.003,0.531,87,589,676.0
11199,2012-04-16,2,1,4,19,1,1,0,0,1,0.76,0.6667,0.35,0.3881,26.003,0.502,61,461,522.0
11200,2012-04-16,2,1,4,20,1,1,0,0,1,0.74,0.6515,0.37,0.2985,19.999,0.506,48,327,375.0
11201,2012-04-16,2,1,4,21,1,1,0,0,1,0.68,0.6364,0.51,0.2537,16.998,0.48,39,232,271.0
11202,2012-04-16,2,1,4,22,1,1,0,0,1,0.68,0.6364,0.51,0.2537,16.998,0.48,35,179,214.0
11203,2012-04-16,2,1,4,23,1,1,0,0,1,0.7,0.6364,0.45,0.2985,19.999,0.481,24,97,121.0
11204,2012-04-17,2,1,4,0,0,2,0,1,1,0.66,0.6212,0.54,0.194,12.998,0.478,10,33,43.0
11205,2012-04-17,2,1,4,1,0,2,0,1,1,0.64,0.6212,0.57,0.1642,11.001,0.474,6,5,11.0
11206,2012-04-17,2,1,4,2,0,2,0,1,1,0.56,0.5303,0.83,0.1045,7.002,0.418,1,3,4.0
11207,2012-04-17,2,1,4,3,0,2,0,1,1,0.56,0.5303,0.83,0.0896,6.003,0.421,0,6,6.0
11208,2012-04-17,2,1,4,4,0,2,0,1,1,0.66,0.6212,0.44,0.2239,15.001,0.472,3,6,9.0
11209,2012-04-17,2,1,4,5,0,2,0,1,1,0.6,0.6212,0.53,0.2537,16.998,0.436,1,29,30.0
11210,2012-04-17,2,1,4,6,0,2,0,1,1,0.6,0.6212,0.46,0.2537,16.998,0.436,8,136,144.0
11211,2012-04-17,2,1,4,7,0,2,0,1,1,0.6,0.6212,0.43,0.2537,16.998,0.436,18,443,461.0
11212,2012-04-17,2,1,4,8,0,2,0,1,1,0.6,0.6212,0.43,0.2239,15.001,0.442,42,631,673.0
11213,2012-04-17,2,1,4,9,0,2,0,1,1,0.6,0.6212,0.38,0.4925,32.998,0.388,71,329,400.0
11214,2012-04-17,2,1,4,10,0,2,0,1,1,0.6,0.6212,0.38,0.4179,27.999,0.403,52,165,217.0
11215,2012-04-17,2,1,4,11,0,2,0,1,1,0.6,0.6212,0.33,0.4179,27.999,0.403,65,174,239.0
11216,2012-04-17,2,1,4,12,0,2,0,1,1,0.6,0.6212,0.33,0.3582,23.999,0.415,65,179,244.0
11217,2012-04-17,2,1,4,13,0,2,0,1,1,0.62,0.6212,0.29,0.2537,16.998,0.446,52,187,239.0
11218,2012-04-17,2,1,4,14,0,2,0,1,1,0.64,0.6212,0.27,0.2836,19.001,0.45,59,198,
11219,2012-04-17,2,1,4,15,0,2,0,1,1,0.66,0.6212,0.24,0.3284,22.003,0.451,91,217,308.0
11220,2012-04-17,2,1,4,16,0,2,0,1,1,0.68,0.6212,0.22,0.3582,23.999,0.455,50,320,370.0
11221,2012-04-17,2,1,4,17,0,2,0,1,1,0.64,0.6061,0.25,0.2985,19.999,0.442,108,673,781.0
11222,2012-04-17,2,1,4,18,0,2,0,1,1,0.64,0.6061,0.25,0.2836,19.001,0.445,105,670,775.0
11223,2012-04-17,2,1,4,19,0,2,0,1,1,0.6,0.6061,0.26,0.2537,16.998,0.431,73,464,537.0
11224,2012-04-17,2,1,4,20,0,2,0,1,1,0.6,0.6061,0.23,0.2836,19.001,0.425,44,358,402.0
11225,2012-04-17,2,1,4,21,0,2,0,1,1,0.56,0.5303,0.26,0.2985,19.999,0.379,37,260,297.0
11226,2012-04-17,2,1,4,22,0,2,0,1,1,0.54,0.5152,0.3,0.2537,16.998,0.374,18,144,162.0
11227,2012-04-17,2,1,4,23,0,2,0,1,1,0.54,0.5152,0.32,0.2239,15.001,0.38,10,72,82.0
11228,2012-04-18,2,1,4,0,0,3,0,1,1,0.54,0.5152,0.32,0.1642,11.001,0.392,3,35,38.0
11229,2012-04-18,2,1,4,1,0,3,0,1,1,0.52,0.5,0.34,0.194,12.998,0.371,1,13,14.0
11230,2012-04-18,2,1,4,2,0,3,0,1,2,0.5,0.4848,0.42,0.194,12.998,0.357,1,8,9.0
11231,2012-04-18,2,1,4,3,0,3,0,1,2,0.5,0.4848,0.42,0.2239,15.001,0.351,0,6,6.0
11232,2012-04-18,2,1,4,4,0,3,0,1,2,0.5,0.4848,0.42,0.2836,19.001,0.339,0,7,7.0
11233,2012-04-18,2,1,4,5,0,3,0,1,2,0.5,0.4848,0.39,0.2836,19.001,0.339,0,34,34.0
11234,2012-04-18,2,1,4,6,0,3,0,1,2,0.5,0.4848,0.39,0.2836,19.001,0.339,6,128,134.0
11235,2012-04-18,2,1,4,7,0,3,0,1,2,0.5,0.4848,0.39,0.194,12.998,0.357,10,408,418.0
11236,2012-04-18,2,1,4,8,0,3,0,1,3,0.5,0.4848,0.39,0.194,12.998,0.357,25,551,576.0
11237,2012-04-18,2,1,4,9,0,3,0,1,3,0.48,0.4697,0.44,0.2985,19.999,0.321,20,245,265.0
11238,2012-04-18,2,1,4,10,0,3,0,1,3,0.48,0.4697,0.47,0.2239,15.001,0.336,31,116,147.0
11239,2012-04-18,2,1,4,11,0,3,0,1,3,0.46,0.4545,0.47,0.2537,16.998,0.316,14,105,119.0
11240,2012-04-18,2,1,4,12,0,3,0,1,3,0.46,0.4545,0.51,0.1045,7.002,0.345,15,95,110.0
11241,2012-04-18,2,1,4,13,0,3,0,1,3,0.46,0.4545,0.59,0.0,0.0,0.366,13,51,64.0
11242,2012-04-18,2,1,4,14,0,3,0,1,3,0.44,0.4394,0.72,0.1045,7.002,0.331,8,43,51.0
11243,2012-04-18,2,1,4,15,0,3,0,1,3,0.42,0.4242,0.77,0.194,12.998,0.298,10,88,98.0
11244,2012-04-18,2,1,4,16,0,3,0,1,2,0.42,0.4242,0.77,0.2239,15.001,0.292,36,199,235.0
11245,2012-04-18,2,1,4,17,0,3,0,1,2,0.42,0.4242,0.77,0.194,12.998,0.298,46,442,488.0
11246,2012-04-18,2,1,4,18,0,3,0,1,2,0.42,0.4242,0.77,0.0,0.0,0.337,27,478,505.0
11247,2012-04-18,2,1,4,19,0,3,0,1,2,0.42,0.4242,0.77,0.1343,8.998,0.31,26,342,368.0
11248,2012-04-18,2,1,4,20,0,3,0,1,2,0.42,0.4242,0.77,0.1045,7.002,0.316,8,252,260.0
